abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
"The Metaverse, a future industry integrating next-generation information technologies, is a vital component of the digital economy. As [::artificial::] [::intelligence::] (AI) deeply converges with Metaverse technologies, it drives the industry toward higher levels of development. This study focuses on analyzing how AI technologies enhance the Metaverse industry in areas such as modeling and rende...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11048034,Fangyu Zhao; Wujie Li; Bin Wen; Rui Li,0,,,IEEE Conferences,10.1109/AIITA65135.2025.11048034,17,,,491,,,False,,,,,28-30 March 2025,2025 5th International Conference on [::Artificial::] [::Intelligence::] and Industrial Technology Applications (AIITA),2025,IEEE,487,Research on Artificial Intelligence Empowering the Development of the Metaverse Industry,
The kaburobo is a kind of stock robot developed by Waseda University written in JAVA. People can finish Virtual Stock Exchanges (VIREAL) on a imagine platform. Players can also make a program to carry on the algorithm simulation and be realized it through the software interface. This paper introduced kaburobo’s work principle in detail. Based on the research result and through this stock trade pla...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",5158989,Jianliang Wang; Linshan Fang; Xiang Zhuang,0,,,IEEE Conferences,10.1109/JCAI.2009.47,1728,,,262,,,False,,,,,25-26 April 2009,2009 International Joint Conference on [::Artificial::] [::Intelligence::],2009,IEEE,260,Study and Application of Stock Robot Kaburobo Based on Artificial Intelligence,
"This paper focuses on the innovation and practice of [::artificial::] [::intelligence::] (AI) empowering literary translation teaching. It first analyzes the current application of AI in translation and the challenges in traditional literary translation teaching. Then, through case studies of translating “A Small Incident”, it explores how AI enriches teaching resources, offers personalized learni...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11158614,Yan Li,0,,,IEEE Conferences,10.1109/ICAIE64856.2025.11158614,2,,,235,,,False,,,,,14-16 May 2025,2025 5th International Conference on [::Artificial::] [::Intelligence::] and Education (ICAIE),2025,IEEE,231,Innovation of Artificial Intelligence Empowering Literary Translation Teaching,
"The main challenges resulting from urbanization include poverty, environmental degradation, and unsustainable resource extraction. Urbanization is not only one of the most significant human activities but also an inevitable trend in the 21st century. With over 80% of the global population expected to reside in cities by the end of this century, sustainable urbanization will likely play a critical ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10982723,Nasim Al Balushi,0,,,IEEE Conferences,10.1109/AI2E64943.2025.10982723,65,,,5,,,False,,,,,3-5 Feb. 2025,"2025 International Conference for [::Artificial::] [::Intelligence::], Applications, Innovation and Ethics (AI2E)",2025,IEEE,1,Innovating Economic Models for Smart Green Cities Through Artificial Intelligence Techniques,
The paper emphasises on how [::artificial::] [::intelligence::] (AI) could benefit K-12 teachers by personalising e-learning. It will provide key insights into the effective implementation of AI in the education sector. The focused group discussion approach was employed to collect the data. A total of 36 K-12 teachers participated in 6 focused group conversations exploring the implementation of AI...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10428508,Aaradhana Vinayak Rukadikar; Komal Khandelwal,0,,,IEEE Conferences,10.1109/CONMEDIA60526.2023.10428508,364,,,98,,,False,,,,,6-8 Dec. 2023,2023 7th International Conference on New Media Studies (CONMEDIA),2023,IEEE,94,Adoption of Artificial Intelligence in Personalising E- Learning: A Helping Hand for K-12 Teachers,
"[::Artificial::] [::intelligence::] (AI) has become a popular buzzword in discourse. Programs, algorithms, systems, or robots that exhibit AI are referred as as [::intelligence::]. In a broader sense, it refers to a group of instruments that can increase a product&#39;s or service&#39;s [::intelligence::] or remedy. AI is having a significant impact on the retail industry. The purpose of this essay is to ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10085624,Neha; Swaroop Mohanty; Badria Sulaiman Alfurhood; Ruhi Bakhare; S. Poongavanam; Rupa Khanna,0,,,IEEE Conferences,10.1109/AISC56616.2023.10085624,957,,,1101,,,False,,,,,27-29 Jan. 2023,2023 International Conference on [::Artificial::] [::Intelligence::] and Smart Communication (AISC),2023,IEEE,1098,The Role and Impact of Artificial Intelligence on Retail Business and its Developments,
"All articles must contain an abstract. The abstract text should be formatted using 10 point Times or Times New Roman and indented 25 mm from the left margin. Leave 10 mm space after the abstract before you begin the main text of your article, starting on the same page as the abstract. The abstract should give readers concise information about the content of the article and indicate the main result...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9421442,Xianjuan Shang; Changhong Zhao,0,,,IEEE Conferences,10.1109/ICMCCE51767.2020.00243,350,,,1110,,,False,,,,,25-27 Dec. 2020,"2020 5th International Conference on Mechanical, Control and Computer Engineering (ICMCCE)",2020,IEEE,1107,Research on the Application of Artificial Intelligence in Computer Network Technology,
"Because of its high level of complexity and data collection capabilities, the healthcare industry employs [::artificial::] [::intelligence::] (AI) more than other sectors. [::Artificial::] [::intelligence::] is becoming an increasingly important part of our daily routines. AI&#39;s features include extremely low error rates, constant accessibility, quick analysis, and real-time data dissemination. Thi...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10743527,Sneha Nagar; Mukesh Patidar; Rashid Sheikh; Sudhanshu Singh; Ashutosh Kashiv; Ankit Jain; Shravan Kumar Namdeo; Pranav Paranjpe; Devendra Singh Mandloi,0,,,IEEE Conferences,10.1109/ACROSET62108.2024.10743527,855,,,5,,,False,,,,,27-28 Sept. 2024,2024 International Conference on Advances in Computing Research on Science Engineering and Technology (ACROSET),2024,IEEE,1,Review and Explore the Transformative Impact of Artificial Intelligence (AI) in Smart Healthcare Systems,
"By exploring the application of [::artificial::] [::intelligence::] technology in preventive treatment of disease of TCM, the impact of [::artificial::] [::intelligence::] in the field of preventive treatment of disease of TCM is analyzed, and the positive role of [::artificial::] [::intelligence::] in promoting is expounded. The development of social medical services, increasing the work efficien...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9559573,Linggui Jin; Haiqiao Zhong; Yi Chen; Cheng Liu; Xiaofang Wang,0,,,IEEE Conferences,10.23919/WAC50355.2021.9559573,221,,,196,,,False,,,,,1-5 Aug. 2021,2021 World Automation Congress (WAC),2021,IEEE,193,Impact of Artificial Intelligence on Preventive Treatment of Disease of TCM Based on Big Data,
"The expectation of every employer is to maximize employee performance, as it is believed that individual performance varies based on the job. However, a critical issue faced by organizations is the lack of effective leadership strategies that integrate both emotional [::intelligence::] and [::artificial::] [::intelligence::], which can impact decision-making and employee engagement. Emotional [::i...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11014934,Ali Kadhim Saddam; Roya Anvari,0,,,IEEE Conferences,10.1109/WiDS-PSU64963.2025.00032,137,,,107,,,False,,,,,13-14 April 2025,2025 Eighth International Women in Data Science Conference at Prince Sultan University (WiDS PSU),2025,IEEE,104,The Effect of Leadership Style on Organizational Performance: Integrating Emotional Intelligence and Artificial Intelligence,
"The article addresses hardware-software and other key aspects of the [::artificial::] [::intelligence::] development strategy for mobile technologies. The proposed components of the strategy include a series of approaches to address issues related to the development and deployment of large language models on mobile devices, as well as suggestions for improving connectivity, memory management, and ...","{'type': 'open-access', 'message': 'Open Access'}",10974497,Vadym Slyusar; Yuriy Kondratenko; Anatolii Shevchenko; Tetiana Yeroshenko,0,,,River Publishers Journals,10.13052/jmm1550-4646.2031,970,,,554,,,False,,,3,,March 2024,Journal of Mobile Multimedia,2024,River Publishers,525,Some Aspects of Artificial Intelligence Development Strategy for Mobile Technologies,20
"In the research of big data, the technology and theory of [::artificial::] [::intelligence::] are increasingly improved, and its application fields are also extending, almost fitting into every aspect of life. We have to admit that the advancement of [::artificial::] [::intelligence::] is a key point leading every aspect to the forefront. Moreover, network education has been developed in society. ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10105308,Lulu Sun,0,,,IEEE Conferences,10.1109/ECEI57668.2023.10105308,249,,,250,,,False,,,,,3-5 Feb. 2023,2023 IEEE 6th Eurasian Conference on Educational Innovation (ECEI),2023,IEEE,247,Research on Application of Education Big Data Integrated with Artificial Intelligence Technology in Teaching Field,
